mean_pitch,std_pitch,max_pitch,min_pitch,mean_gx,mean_gy,mean_gz,label
3.9498,1.2834972790411838,7.29,1.82,-0.029800000000000004,-0.031200000000000006,-0.009200000000000002,0
4.4378,4.655705426721945,13.0,-7.82,-0.053599999999999995,-0.065,0.1466,0
2.3158000000000003,4.946961586547394,10.34,-9.34,-0.08660000000000002,0.0308,-0.21999999999999997,0
0.6409999999999999,1.5302477457148258,3.93,-4.22,-0.038599999999999995,-0.008799999999999999,-0.021,0
1.9096000000000002,0.9059755369044948,4.38,0.47,-0.051,-0.0046,-0.0268,0
2.2878,1.2675177251910401,4.71,-1.44,-0.0638,-0.002599999999999999,-0.0124,0
4.848,2.397047503637314,11.59,-1.85,-0.06720000000000001,-0.0082,-0.03440000000000001,0
3.1142000000000003,1.9317118241157432,7.29,-2.6,-0.0152,-0.0202,-0.05739999999999999,0
1.2834,1.4071792743655946,3.7,-1.34,-0.051199999999999996,0.0032000000000000006,-0.0206,0
2.8497999999999997,0.7970007297771478,4.17,0.33,-0.0528,-0.013200000000000003,-0.0006,0
6.0238,2.974264367976096,13.64,1.91,-0.09899999999999999,-0.003999999999999998,-0.05500000000000001,0
2.6126,1.2508687756425736,5.61,0.35,-0.031400000000000004,-0.0142,0.0148,0
2.5896000000000003,0.7310796042532592,3.7,0.35,-0.0318,-0.0188,-0.061200000000000004,0
1.7231999999999996,0.5869340608933294,3.3,0.65,-0.064,-0.011600000000000001,-0.0398,0
0.48900000000000005,1.3550378411765511,4.41,-1.83,-0.0512,0.0164,-0.026600000000000002,0
4.0896,0.8621708718374207,6.67,2.51,-0.0492,-0.0144,-0.014600000000000004,0
3.6606000000000005,0.39850439784529457,4.75,2.5,-0.047400000000000005,-0.0064,-0.026400000000000007,0
4.0598,0.38365848972060285,4.88,3.14,-0.054200000000000005,-0.008,-0.027000000000000003,0
